,行政区,街区,小区,经度,纬度,,,
2004,浦东,洋泾,BPC陆家嘴创业街区,121.564283,31.24002086,,,
51,浦东,碧云,罗山花苑,121.5824732,31.23996544,,,
34,静安,江宁路,康定大厦,121.4543546,31.23993565,,,
706,静安,江宁路,武定坊,121.4554761,31.23984055,,,
798,黄浦,南京东路,中福大厦,121.4849493,31.23978853,,,
2085,静安,南京西路,远中风华园(公寓),121.4627454,31.23972925,,,
1325,静安,南京西路,国际丽都城,121.465945,31.23963755,,,
362,静安,南京西路,上海壹街区,121.471639,31.23962188,,,
2167,浦东,陆家嘴,久阳滨江公寓,121.5230301,31.23961624,,,
1238,静安,曹家渡,延平路430-440号,121.4446208,31.23959548,,,
1138,浦东,洋泾,第五大道,121.554082,31.239523,,,
1580,静安,江宁路,伯龙公寓,121.4547531,31.23949822,,,
2322,静安,江宁路,众乐小区,121.4572648,31.2394851,,,
2966,静安,南京西路,新闸路1039弄,121.4628579,31.23944288,,,
209,普陀,武宁,绿地世纪城(三期),121.4241746,31.23936307,,,
2290,静安,江宁路,武定路569号,121.4561574,31.23935033,,,
988,静安,南京西路,沁园村,121.4612027,31.23929761,,,
1723,静安,江宁路,静安豪景苑,121.4533846,31.23918623,,,
1671,黄浦,南京东路,中福城,121.485103,31.23918584,,,
742,普陀,长风,长风二村风荷园,121.4042373,31.23913328,,,
1362,普陀,武宁,白玉新村,121.4216995,31.23902359,,,
1037,浦东,陆家嘴,东昌新村,121.518094,31.238982,,,
1822,静安,曹家渡,姚西小区,121.4421,31.23896585,,,
3124,静安,曹家渡,申达大厦,121.4385474,31.2389535,,,
570,浦东,梅园,乳山三村,121.526397,31.238933,,,
1677,普陀,曹杨,曹杨五村(南杨园),121.412473,31.23884783,,,
2091,静安,南京西路,泰兴路362弄,121.463868,31.238808,,,
1928,黄浦,南京东路,同兴大楼,121.485074,31.2386679,,,
2040,浦东,梅园,市政大楼,121.530861,31.238665,,,
2943,静安,曹家渡,锦安公寓,121.4453451,31.23866474,,,
2463,浦东,陆家嘴,东昌大楼,121.520173,31.238653,,,
2064,黄浦,人民广场,祥康里,121.4750794,31.23862067,,,
759,浦东,联洋,仁恒河滨城(三期),121.570252,31.238483,,,
2591,嘉定,江桥,金华新村,121.3335822,31.23824576,,,
2276,静安,南京西路,北京西路810-820号(双),121.4656811,31.23824089,,,
1364,普陀,曹杨,曹杨九村,121.4098972,31.2381495,,,
3000,嘉定,江桥,爱德佳苑(三期),121.3211972,31.23809215,,,
728,黄浦,南京东路,中福世福汇,121.4911972,31.23802438,,,
549,黄浦,南京东路,世福汇,121.4911972,31.23802438,,,
1941,浦东,碧云,世茂湖滨花园(公寓),121.5823907,31.23796533,,,
181,普陀,长寿路,美豪怡致酒店,121.4344203,31.23788605,,,
439,浦东,梅园,梅园五街坊,121.536019,31.23779976,,,
2481,静安,曹家渡,达安花园,121.4364986,31.23773754,,,
1178,浦东,梅园,乳山五村,121.529169,31.237735,,,
1182,浦东,梅园,梅园四街坊,121.5328169,31.23754372,,,
1953,静安,南京西路,康乐大楼(静安),121.4635857,31.23753322,,,
1203,浦东,陆家嘴,东园一村,121.5197236,31.23752233,,,
1338,青浦,华新,虹桥宝龙城,121.241797,31.237496,,,
1316,静安,曹家渡,胶州路424弄,121.4487223,31.23748652,,,
2724,浦东,洋泾,中星景园,121.5540663,31.23746732,,,
3132,普陀,长风,长风一村小区,121.4097798,31.23746344,,,
341,静安,曹家渡,静安艺阁,121.4431202,31.23745163,,,
1562,浦东,陆家嘴,盛大金磐,121.5123997,31.23742693,,,
2470,静安,曹家渡,康定路935弄,121.4455247,31.23742677,,,
3091,普陀,武宁,中海汇德里,121.422357,31.23735383,,,
2828,浦东,陆家嘴,东园二村,121.517731,31.23733,,,
2964,浦东,源深,桃林小区,121.551783,31.237328,,,
397,静安,南京西路,德义大楼,121.4681934,31.23732542,,,
2022,黄浦,五里桥,斜土路338-368号,121.4915856,31.23724715,,,
1873,静安,江宁路,静安枫景苑,121.4533076,31.23720485,,,
401,普陀,武宁,光复西路南林家港小区,121.4232311,31.23707201,,,
1690,静安,南京西路,静安新邨,121.4718983,31.23707162,,,
1949,静安,南京西路,南京西路860弄,121.466583,31.23703611,,,
2366,静安,曹家渡,延平路237弄,121.4460417,31.23686907,,,
350,普陀,武宁,绿地世纪城(二期),121.42707,31.23682677,,,
89,静安,南京西路,大华公寓(静安),121.466307,31.23680084,,,
893,浦东,洋泾,申立苑,121.554954,31.23670489,,,
775,静安,曹家渡,同济佳苑,121.4439935,31.23667617,,,
927,静安,曹家渡,益民公寓,121.4460321,31.23663565,,,
643,浦东,联洋,当代清水园,121.565486,31.23649686,,,
2024,浦东,洋泾,绿地泾南公寓,121.5581848,31.23634595,,,
732,浦东,陆家嘴,东园三村,121.520245,31.23624,,,
1262,普陀,长风,长风四村,121.4042721,31.23620562,,,
3108,静安,南京西路,京西大楼,121.4613799,31.23618671,,,
1452,浦东,陆家嘴,良友大厦,121.524686,31.23615,,,
558,普陀,长风,华师大三村,121.400929,31.23613213,,,
2691,静安,南京西路,南西大楼,121.465072,31.23610589,,,
2110,普陀,长风,长风三村,121.4069133,31.2361038,,,
450,浦东,陆家嘴,东园四村,121.519433,31.236092,,,
2212,虹口,四川北路,永安小区(虹口),121.4985499,31.23599728,,,
1067,静安,江宁路,又一村(静安),121.4520475,31.23597934,,,
2302,静安,大宁,大宁路660弄,121.447223,31.23597767,,,
821,嘉定,嘉定老城,城中路94弄,121.253778,31.386941,,,
2456,浦东,金杨,广洋苑,121.575612,31.256479,,,
240,静安,南京西路,静安四季苑,121.4672,31.235897,,,
1490,普陀,武宁,康泰公寓,121.4210329,31.23587018,,,
2643,静安,曹家渡,三鑫花苑,121.4362791,31.23586937,,,
2426,静安,南京西路,爱文坊,121.4569254,31.23574919,,,
2075,静安,南京西路,江宁大楼,121.4615331,31.23573205,,,
1494,静安,南京西路,北京西路1280号,121.4576403,31.23546435,,,
2043,普陀,武宁,隆德小区,121.428553,31.2354019,,,
1844,浦东,陆家嘴,仁恒滨江园,121.5147547,31.23529599,,,
1122,静安,阳城,万荣小区,121.4393211,31.23528017,,,
2155,黄浦,人民广场,威海路172-190弄,121.4813185,31.23505562,,,
1345,浦东,联洋,吉云公寓,121.5752451,31.23494631,,,
1166,黄浦,豫园,瑞福小区,121.4874532,31.23492146,,,
235,静安,南京西路,骏豪国际,121.461047,31.23483485,,,
2489,黄浦,人民广场,威海苑,121.4756813,31.23483176,,,
1948,静安,曹家渡,万春小区,121.4441203,31.23476723,,,
998,静安,曹家渡,三和花园,121.4463436,31.23474214,,,
2968,普陀,长风,建华大厦,121.402179,31.23468587,,,
3100,黄浦,人民广场,顺天村(南区),121.4744545,31.23464094,,,
75,浦东,源深,竹园新村(浦东),121.5378868,31.23454167,,,
3087,黄浦,淮海中路,明德里,121.4923262,31.23449914,,,
1280,普陀,武宁,曹家巷小区,121.4172726,31.23443623,,,
712,长宁,中山公园,长宁88金廷,121.4326939,31.23439508,,,
474,静安,南京西路,重华新村,121.463548,31.2342038,,,
1351,浦东,碧云,云间绿大地,121.586947,31.234159,,,
1665,浦东,联洋,仁恒河滨城(一期),121.574193,31.234138,,,
1114,普陀,武宁,绿地海珀玉晖,121.42542,31.23401622,,,
2017,静安,曹家渡,新平金叶公寓,121.4470925,31.23399094,,,
1300,静安,南京西路,南阳小区,121.4574237,31.23389827,,,
887,静安,彭浦,曲沃路205号,121.450758,31.31574,,,
2246,静安,大宁,洛川中路920号,121.457296,31.271353,,,
1999,静安,南京西路,静安别墅,121.464673,31.23377986,,,
640,静安,曹家渡,高荣小区,121.4392631,31.23376272,,,
2388,浦东,源深,盛世年华,121.5460714,31.23369834,,,
24,静安,曹家渡,蓝朝部落,121.4358595,31.23364461,,,
1434,静安,曹家渡,四和花园,121.4476677,31.23357738,,,
449,普陀,长征,上河湾,121.375269,31.23352489,,,
492,浦东,潍坊,泉东小区,121.527844,31.233521,,,
1893,静安,静安寺,瑞芝邨,121.4508449,31.23335506,,,
380,静安,曹家渡,中行小区,121.440956,31.23332287,,,
935,普陀,武宁,大华清水湾,121.42003,31.23326073,,,
2634,黄浦,豫园,东淮海公寓,121.49204,31.23313004,,,
2284,浦东,源深,香榭丽花园,121.5424832,31.23306134,,,
1960,长宁,中山公园,万航小区,121.4294224,31.23299133,,,
1328,浦东,潍坊,泉东(二)小区,121.5289378,31.23293721,,,
2199,黄浦,人民广场,紫华大楼,121.4759782,31.23293335,,,
1624,浦东,潍坊,繁荣昌盛,121.52703,31.232925,,,
1545,长宁,中山公园,大桥小区,121.431861,31.232888,,,
796,静安,南京西路,中凯城市之光(静安),121.471878,31.232799,,,
57,静安,静安寺,赵家桥小区,121.452597,31.23278794,,,
1570,黄浦,人民广场,宏泰公寓,121.4775188,31.23271574,,,
1577,静安,南京西路,艾格美国际公寓,121.4700939,31.23266835,,,
2965,静安,南京西路,威海路712号,121.464483,31.23260366,,,
2885,浦东,唐镇,浦发罗兰翡丽,121.679982,31.232571,,,
3184,黄浦,人民广场,重庆北路177弄,121.47632,31.23255487,,,
1097,浦东,陆家嘴,天后宫大楼,121.5227443,31.23244989,,,
2320,静安,曹家渡,南长小区,121.4347124,31.23243746,,,
2259,静安,南京西路,太阳公寓(静安),121.4655344,31.23239601,,,
1428,浦东,潍坊,新光大楼,121.524626,31.232345,,,
2801,浦东,联洋,第九城市(一期),121.570068,31.23233186,,,
534,静安,南京西路,沧州大楼,121.4608215,31.23216728,,,
820,普陀,长风,华师大一村,121.4171359,31.23210653,,,
520,浦东,陆家嘴,江临天下,121.518099,31.232091,,,
2032,长宁,中山公园,银鑫大楼,121.4323364,31.23202763,,,
3061,普陀,武宁,中山北路3924弄,121.4179021,31.23192419,,,
2054,浦东,联洋,联洋花园(一期),121.5637213,31.23191053,,,
1615,闵行,华漕,金色西郊城,121.3381364,31.23189015,,,
3161,浦东,潍坊,竹南小区,121.5353023,31.23186908,,,
2603,静安,南京西路,茂名公寓,121.4672813,31.23181103,,,
50,浦东,联洋,联洋年华,121.5605805,31.23163942,,,
1155,静安,南京西路,林村,121.4609829,31.23163456,,,
744,浦东,陆家嘴,财富海景花园,121.5155216,31.23159727,,,
73,浦东,潍坊,东欣小区,121.5294423,31.23159025,,,
2688,长宁,中山公园,长宁支路279弄,121.4306868,31.23154401,,,
479,浦东,联洋,锦绣小区,121.575067,31.231472,,,
886,浦东,联洋,金桂家园,121.5765956,31.23141417,,,
781,静安,曹家渡,南长苑,121.4358624,31.23136661,,,
1572,静安,南京西路,大沽路541-547号(单),121.4703558,31.23131775,,,
163,黄浦,豫园,露香苑,121.4917894,31.23121624,,,
537,黄浦,老西门,桃源新村,121.4884127,31.23107404,,,
1367,静安,静安寺,百乐小区,121.4486611,31.23103159,,,
2097,浦东,联洋,水清木华,121.567362,31.231007,,,
1963,浦东,唐镇,仁恒东郊花园,121.675637,31.230918,,,
2210,普陀,武宁,华府樟园,121.4208266,31.2308545,,,
45,黄浦,新天地,淮海大厦,121.483153,31.230843,,,
553,静安,南京西路,石门一路31弄,121.4693373,31.23081683,,,
1646,长宁,中山公园,华航小区,121.4263518,31.2308098,,,
2400,浦东,陆家嘴,东南新村(浦东),121.523191,31.230769,,,
2389,静安,静安寺,九龙仓静安壹号,121.444181,31.23076488,,,
906,浦东,陆家嘴,汤臣中心,121.518406,31.2307289,,,
1014,浦东,潍坊,爵士大厦,121.5357087,31.23071115,,,
1663,黄浦,老西门,复兴珑御二期,121.4869089,31.23069285,,,
1243,黄浦,豫园,佳日公寓,121.4939967,31.23067965,,,
1636,浦东,潍坊,潍坊十村,121.532049,31.23065889,,,
71,静安,静安寺,嘉园,121.4422953,31.23060446,,,
2433,静安,静安寺,百乐门小区,121.4494988,31.23056818,,,
2080,浦东,陆家嘴,兰园小区,121.5200029,31.23056293,,,
1079,浦东,潍坊,朱家滩小区,121.526108,31.230562,,,
2631,静安,南京西路,陕西北路30弄,121.4633542,31.23054549,,,
565,长宁,中山公园,华秀小区,121.4289111,31.23048883,,,
85,浦东,陆家嘴,浦城小区,121.521573,31.23048,,,
2491,长宁,中山公园,长宁支路310弄,121.4302754,31.23029977,,,
624,浦东,联洋,广洋新景苑(公寓),121.574525,31.23024805,,,
131,闵行,华漕,虹桥博雅苑,121.328149,31.23000704,,,
3179,静安,静安寺,乌鲁木齐北路100弄,121.4477268,31.22999508,,,
3056,静安,南京西路,花园公寓(静安),121.4515917,31.2299239,,,
2359,长宁,中山公园,民心小区,121.4310669,31.22990769,,,
2063,浦东,联洋,华丽家族花园,121.5642302,31.22984084,,,
270,黄浦,豫园,复地雅园公馆,121.4980126,31.22979414,,,
2488,静安,静安寺,嘉天汇,121.4428262,31.22974141,,,
2900,黄浦,黄浦滨江,滨江名人苑,121.505306,31.229668,,,
1340,浦东,联洋,金色维也纳(公寓),121.570992,31.229602,,,
1649,浦东,陆家嘴,凯旋汇,121.517816,31.229538,,,
2794,浦东,潍坊,潍坊七村,121.5283434,31.22943965,,,
395,浦东,潍坊,潍坊三村,121.5260922,31.22930047,,,
1413,浦东,潍坊,中企16号公馆,121.5252989,31.22924921,,,
102,长宁,镇宁路,镇宁路465弄,121.441796,31.229198,,,
2791,长宁,中山公园,凯旋路10弄,121.421126,31.22897987,,,
1412,浦东,联洋,天安花园,121.561465,31.22886986,,,
312,黄浦,黄浦滨江,共和园小区,121.5056394,31.22884647,,,
3110,青浦,华新,星尚湾名邸,121.2369462,31.22883095,,,
1694,浦东,陆家嘴,众鑫大厦,121.524116,31.22158,,,
2128,浦东,陆家嘴,浦东南路1780弄,121.52508,31.222407,,,
2624,浦东,北蔡,芳华路253弄,121.562087,31.202337,,,
3113,浦东,陆家嘴,紫光大厦,121.517502,31.235148,,,
2384,静安,静安寺,愚谷村,121.4477323,31.22880393,,,
2280,静安,静安寺,镇宁路404弄,121.4424762,31.228801,,,
2987,长宁,中山公园,金阳小区,121.4301189,31.22878525,,,
419,浦东,潍坊,潍坊九村,121.531438,31.22873469,,,
1995,静安,静安寺,延安中路955弄,121.4583317,31.22860137,,,
2877,浦东,唐镇,白金瀚宫,121.665993,31.228564,,,
1118,长宁,镇宁路,镇宁路405弄,121.442273,31.228518,,,
837,黄浦,豫园,太阳都市花园一期,121.4950872,31.22848719,,,
2349,长宁,中山公园,长新小区(长宁),121.432579,31.228481,,,
1332,静安,静安寺,四方新城,121.4618439,31.22839973,,,
848,浦东,陆家嘴,世茂滨江花园,121.5204689,31.22828401,,,
134,长宁,中山公园,华阳路298弄,121.425329,31.22814282,,,
1436,黄浦,黄浦滨江,金外滩花园,121.507836,31.228132,,,
2385,浦东,联洋,九间堂,121.5685,31.22811,,,
2664,黄浦,豫园,新地苑,121.4977787,31.22801428,,,
194,浦东,潍坊,潍坊六村,121.52945,31.22800687,,,
2425,长宁,中山公园,文汇小区(长宁),121.424061,31.227919,,,
2314,黄浦,淮海中路,渔阳里北区,121.4765104,31.2277989,,,
7,长宁,中山公园,大家源新城,121.4188053,31.22773814,,,
1847,黄浦,新天地,济南路8号,121.4843226,31.22756522,,,
773,闵行,华漕,西郊虹韵城景雅苑,121.2996948,31.22753689,,,
918,普陀,长风,宋家滩小区,121.4071725,31.22752299,,,
695,浦东,陆家嘴,陈家宅小区(潍坊西路),121.5221226,31.22747636,,,
1802,静安,静安寺,延中小区,121.4575542,31.22740951,,,
180,静安,静安寺,四明邨,121.4600856,31.22736829,,,
1705,普陀,长风,北岸长风,121.401512,31.22705586,,,
2933,黄浦,新天地,国际广场(卢湾),121.4764641,31.22705532,,,
2808,静安,静安寺,镇宁路318弄,121.4428051,31.22697504,,,
717,长宁,虹桥,虹纺小区,121.395589,31.208009,,,
1508,长宁,中山公园,利西路124号,121.436451,31.221192,,,
3068,长宁,镇宁路,愚园路750弄,121.441218,31.226789,,,
52,黄浦,淮海中路,重庆南路18号,121.4778172,31.22669025,,,
2316,长宁,中山公园,宁康小区,121.4189372,31.22668052,,,
2962,长宁,中山公园,海信花苑,121.43255,31.22655785,,,
1256,静安,静安寺,南京西路公馆,121.4449064,31.22644337,,,
135,浦东,联洋,四季雅苑(公寓),121.575724,31.226382,,,
2921,长宁,镇宁路,畅园,121.437789,31.226372,,,
2271,静安,静安寺,长乐路516弄,121.4635081,31.22636578,,,
884,长宁,北新泾,新泾六村,121.3734532,31.22636161,,,
2211,黄浦,淮海中路,淮海中路670弄,121.4722,31.22630047,,,
2896,黄浦,新天地,锦麟天地雅苑,121.480133,31.22627052,,,
468,静安,静安寺,襄乐大厦,121.4613523,31.22615148,,,
2134,长宁,中山公园,兆丰嘉园,121.4244523,31.22610068,,,
3112,静安,静安寺,景华新村,121.4558989,31.22600727,,,
2546,静安,静安寺,古柏小区,121.458461,31.22579482,,,
2862,黄浦,淮海中路,乐安坊,121.473823,31.22578354,,,
792,长宁,中山公园,益健小区,121.4143322,31.22567423,,,
1918,浦东,张江,中芯花园199弄,121.628602,31.22563,,,
764,长宁,中山公园,西园公寓,121.429218,31.22559255,,,
2985,黄浦,淮海中路,南昌路54号,121.4768673,31.22558244,,,
1676,浦东,潍坊,潍坊五村,121.530908,31.22552323,,,
6,浦东,潍坊,潍坊八村,121.5349701,31.22551944,,,
183,浦东,张江,建中路126弄,121.4865333,31.22551242,,,
440,黄浦,黄浦滨江,海琪园,121.51022,31.22550779,,,
2749,虹口,北外滩,阳光前景,121.5052329,31.22547212,,,
2514,闵行,华漕,西郊景平苑,121.295313,31.22543,,,
1116,长宁,中山公园,范东铁路小区,121.421159,31.22539886,,,
2150,浦东,陆家嘴,保利One56,121.5188,31.22538743,,,
2578,黄浦,黄浦滨江,福鑫大楼,121.5074685,31.22538473,,,
815,长宁,北新泾,新泾七村,121.3687984,31.22530359,,,
2980,静安,静安寺,延安西路376弄,121.4441902,31.22528985,,,
1666,浦东,潍坊,潍坊二村,121.5256709,31.22526847,,,
947,静安,静安寺,长乐路638弄,121.4607526,31.22520786,,,
224,浦东,张江,汤臣豪庭,121.6204313,31.22520316,,,
404,徐汇,衡山路,陕西南路186弄,121.4630437,31.22519513,,,
3185,黄浦,新天地,翠湖天地五期,121.486398,31.22505478,,,
96,浦东,张江,汤臣高尔夫(别墅),121.5884834,31.22501347,,,
1841,长宁,中山公园,花园大厦,121.4246608,31.22500274,,,
626,闵行,华漕,爱博六村,121.3140122,31.22495195,,,
1929,黄浦,黄浦滨江,华润外滩九里,121.5099256,31.2249443,,,
3136,黄浦,淮海中路,淮海中路697弄,121.4719742,31.22494145,,,
3040,浦东,唐镇,绿城玉兰花园(二期),121.662322,31.224869,,,
2222,静安,静安寺,御华山,121.4523608,31.2248119,,,
986,静安,静安寺,美丽园大酒店,121.444338,31.22475084,,,
1904,长宁,天山,新宁小区,121.3851942,31.22459435,,,
364,黄浦,淮海中路,富丽华大厦,121.469759,31.22444088,,,
1839,浦东,张江,杨镇新村,121.6006456,31.22441718,,,
2219,长宁,镇宁路,尚泰里,121.440792,31.224281,,,
1565,浦东,陆家嘴,谢家宅小区,121.5241032,31.22425768,,,
2252,长宁,中山公园,长宁路1488弄,121.4150176,31.22411818,,,
372,浦东,潍坊,潍坊四村,121.5307687,31.22409633,,,
