,行政区,街区,小区,经度,纬度
1646,长宁,中山公园,华航小区,121.4263518,31.2308098
1617,宝山,大华,水韵华庭,121.426398,31.2735443
3064,普陀,长寿路,上海本色,121.4265012,31.24300815
1013,长宁,新华路,杨宅路2号,121.426514,31.213014
660,宝山,大华,久华佳苑,121.426613,31.27551788
2538,闵行,梅陇,朱行三村,121.4267877,31.12679237
350,普陀,武宁,绿地世纪城(二期),121.42707,31.23682677
2053,长宁,新华路,申亚新华府,121.4270999,31.2120057
365,普陀,真如,品尊国际,121.427244,31.26293786
1435,长宁,新华路,迎龙大厦(公寓),121.4272726,31.21387782
2770,闵行,颛桥,枫泽苑,121.4274078,31.03719188
2339,长宁,中山公园,安阳小区,121.4274207,31.22171387
2103,长宁,新华路,杨宅小区,121.4275903,31.21274213
625,闵行,颛桥,爱庐世纪新苑,121.4276228,31.08556484
1229,徐汇,华东理工,梅陇四村,121.4277736,31.14278243
1857,长宁,新华路,长虹小区,121.4278329,31.19977081
3033,闵行,春申,中春三水苑,121.427954,31.09772387
735,长宁,新华路,法华镇路588弄,121.4281323,31.21101215
900,宝山,大华,大华一村,121.4282834,31.2797102
1938,徐汇,康健,花苑村丁香园,121.4283249,31.17037035
2441,闵行,老闵行,鹤庆路58弄,121.4283372,31.01889831
508,长宁,中山公园,武定大厦,121.428359,31.21885284
2626,长宁,新华路,西镇小区(长宁),121.4284117,31.21331635
1196,奉贤,庄行,东原璞阅,121.428449,30.91064184
1034,徐汇,华东理工,化工一四村,121.428532,31.14614585
2043,普陀,武宁,隆德小区,121.428553,31.2354019
2424,徐汇,徐家汇,凯旋路2280弄,121.4285935,31.19689806
1393,闵行,老闵行,高华小区,121.4286252,31.00918395
67,普陀,真如,石岚三村,121.4287643,31.25796279
2533,长宁,新华路,文苑小区(长宁),121.4287819,31.20907442
437,徐汇,田林,田林三四村,121.4288608,31.17658461
369,长宁,新华路,法华镇路635弄,121.428869,31.2126569
565,长宁,中山公园,华秀小区,121.4288708,31.23051901
2863,长宁,新华路,浦江大厦,121.428874,31.20695797
2855,长宁,中山公园,定西路1235弄,121.4288858,31.22100098
1110,徐汇,康健,寿山坊,121.4288981,31.15876803
2380,宝山,共康,共康雅苑二期,121.4290112,31.336228
1320,长宁,中山公园,天诚花苑,121.4291167,31.21845291
1205,普陀,真如,岚皋西路95弄,121.4291328,31.25389692
2126,闵行,老闵行,华江小区,121.4291441,31.00584674
2625,徐汇,华东理工,梅陇九村,121.4291585,31.13674304
3055,普陀,武宁,武宁小城,121.4291641,31.24768385
764,长宁,中山公园,西园公寓,121.429218,31.22559255
140,普陀,光新,管弄四街坊,121.42924,31.26295985
2970,徐汇,徐家汇,吴东小区,121.429241,31.19747485
891,闵行,春申,银泰苑,121.4293358,31.09129472
503,宝山,杨行,海德花园,121.4293443,31.39740971
2005,普陀,光新,管弄三街坊,121.4293644,31.26076067
1960,长宁,中山公园,万航小区,121.4294224,31.23299133
546,普陀,真如,石岚二村,121.4294847,31.25602118
1729,长宁,新华路,新华公寓,121.4295155,31.20631106
2362,长宁,新华路,化工小区(长宁),121.4295222,31.21166273
2408,宝山,月浦,月浦四村,121.429539,31.42532032
1549,静安,阳城,阳城花园,121.4297324,31.28972703
1656,宝山,月浦,月浦七村,121.4297363,31.42275302
3029,宝山,月浦,月浦九村,121.4297759,31.42156357
2979,长宁,中山公园,安化路335号,121.4298116,31.22096423
1812,普陀,武宁,谈家渡路140弄,121.429926,31.24125579
2987,长宁,中山公园,金阳小区,121.4301189,31.22878525
2235,普陀,甘泉宜川,南泉苑,121.4302508,31.27516048
814,闵行,春申,普乐二村,121.430263,31.12097763
2491,长宁,中山公园,长宁支路310弄,121.4302754,31.23029977
2688,长宁,中山公园,长宁支路279弄,121.4303096,31.23110129
1236,徐汇,康健,健安坊,121.430442,31.16338541
400,长宁,镇宁路,东方剑桥,121.4304544,31.22684797
717,长宁,虹桥,虹纺小区,121.4304544,31.22684797
1508,长宁,中山公园,利西路124号,121.4304544,31.22684797
1545,长宁,中山公园,大桥小区,121.4304544,31.22684797
1220,长宁,新华路,百花村,121.4304634,31.21085518
1669,徐汇,田林,田林十四村,121.4304822,31.18080763
3173,徐汇,华东理工,梅陇十村,121.43051,31.14533086
1930,徐汇,康健,钦州南路300弄,121.4305421,31.1669416
610,闵行,老闵行,南洋博仕欣居,121.4305853,31.02639879
127,普陀,真如,兰凤新村,121.4306797,31.25512834
1273,徐汇,田林,田林十三村,121.4307281,31.17926303
2049,长宁,新华路,文缘村,121.4307558,31.20897751
1579,普陀,武宁,武宁二村,121.4307991,31.24697609
628,宝山,共富,富弘苑,121.4308079,31.35323156
1519,宝山,月浦,德都路268弄,121.4308602,31.41695429
2359,长宁,中山公园,民心小区,121.4310669,31.22990769
1162,徐汇,上海南站,金塘小区,121.431074,31.15416789
2767,徐汇,徐家汇,淮海鑫城苑,121.4312838,31.20283667
2296,徐汇,田林,凯托大厦,121.4313494,31.18939519
167,宝山,共康,恒达家园,121.4313648,31.33662495
2213,普陀,武宁,东新支路55弄,121.431496,31.2487109
1381,徐汇,徐家汇,虹二小区,121.4318313,31.2018614
2562,宝山,月浦,月浦八村,121.4318732,31.42160178
1317,普陀,武宁,武宁一村,121.431904,31.2458209
668,普陀,光新,管弄一二街坊,121.4319492,31.26235423
2113,闵行,梅陇,朱莘苑,121.4319804,31.12956155
684,长宁,新华路,云阳花苑,121.4319924,31.21387273
1542,长宁,新华路,香花桥小区,121.4320193,31.21039754
2473,普陀,光新,太浜巷小区,121.4320609,31.25666334
2853,长宁,中山公园,安化路300弄,121.4320844,31.22127845
2684,徐汇,徐家汇,番南小区,121.4320943,31.19857044
122,徐汇,徐家汇,徐虹公寓,121.4322207,31.19302878
2381,徐汇,田林,百第宜山大楼,121.4323053,31.18880546
1284,长宁,新华路,新华名门,121.432332,31.20652364
2032,长宁,中山公园,银鑫大楼,121.4323364,31.23202763
385,静安,阳城,龙潭小区,121.432372,31.28134387
178,闵行,老闵行,东川花苑,121.4324509,31.02227281
1881,闵行,老闵行,东川苑,121.4324509,31.02227281
2332,徐汇,华东理工,凌云壹街坊,121.432492,31.14109882
662,徐汇,徐家汇,宜德苑,121.4325426,31.19158169
2962,长宁,中山公园,海信花苑,121.43255,31.22655785
2415,长宁,中山公园,虹康昭晖苑,121.432588,31.21848187
2934,徐汇,徐家汇,虹桥乐庭,121.4326146,31.20006541
1869,普陀,甘泉宜川,甘泉三村,121.432618,31.26726216
712,长宁,中山公园,长宁88金廷,121.4326939,31.23439508
895,徐汇,徐家汇,徐虹华庭,121.4327505,31.19609525
1945,普陀,武宁,东沙小区,121.432753,31.24388466
258,闵行,梅陇,世纪苑,121.4328773,31.10941068
2576,普陀,甘泉宜川,黄陵小区,121.4328797,31.26881641
504,闵行,春申,普乐三村,121.4329971,31.12376823
2087,徐汇,田林,钦州花苑,121.4330029,31.18414945
2575,普陀,甘泉宜川,金原新苑,121.4331792,31.26619843
650,宝山,月浦,德都路165弄,121.433208,31.41574457
2783,长宁,新华路,中银淮海苑,121.4333382,31.20639577
2440,徐汇,田林,田林新苑,121.4333695,31.18009264
1240,长宁,新华路,海富公寓,121.4334185,31.2114931
2494,宝山,共康,大华公园城市,121.4336252,31.32936533
1517,宝山,共康,中环国际公寓(一期),121.4336287,31.34014149
2868,徐汇,华东理工,梅陇十一村,121.433632,31.13872183
2349,长宁,中山公园,长新小区(长宁),121.4337154,31.22803636
1652,普陀,武宁,新湖明珠城（三期）,121.4337314,31.24735428
2527,长宁,新华路,新华路261弄,121.4337459,31.2088854
353,长宁,新华路,延安西路1236弄,121.4337851,31.21599156
1779,徐汇,上海南站,老沪闵路439弄,121.4338136,31.15400372
1392,普陀,武宁,新湖明珠城（一二期）,121.43385,31.24930172
1265,长宁,新华路,番禺大厦,121.4338789,31.21233678
399,长宁,新华路,番禺路222弄,121.433932,31.21219286
2864,闵行,老闵行,浦江大楼,121.4339421,31.0055205
2651,宝山,共富,鑫鑫花园,121.4339587,31.35141697
2306,徐汇,徐家汇,东方时空公寓,121.4341265,31.19916401
3095,宝山,共康,恒泰家园,121.4343526,31.33723811
181,普陀,长寿路,美豪怡致酒店,121.4344203,31.23788605
1693,普陀,光新,中山北路2185弄,121.4344572,31.25337397
1457,徐汇,上海南站,东荡小区,121.4345003,31.15639956
1584,长宁,新华路,邮局小区,121.4345378,31.20897782
203,徐汇,田林,万科华尔兹,121.4345934,31.17562173
1063,长宁,新华路,番禺路222弄11支弄,121.4347164,31.21328755
1089,长宁,新华路,法华镇路363弄,121.4347922,31.21026887
1383,徐汇,田林,田林十二村,121.4349789,31.178389
2320,静安,曹家渡,南长小区,121.4351771,31.23230198
1227,长宁,中山公园,绿地海怡公寓,121.4352488,31.21770626
1783,普陀,光新,嘉富利大厦,121.4352489,31.25692566
1421,奉贤,西渡,鸿宝一村(北区),121.435337,30.99998784
2541,普陀,甘泉宜川,新黄小区,121.4353582,31.27033785
2172,长宁,中山公园,昭化路55弄,121.4353746,31.21901381
2566,长宁,新华路,淮海花园,121.4354189,31.20661846
458,长宁,新华路,法华镇路315弄,121.435543,31.21011085
1184,静安,阳城,景峰苑,121.4355992,31.28435398
943,长宁,中山公园,南辉小区,121.4356208,31.22357754
2034,长宁,中山公园,新中小区,121.4356258,31.22270755
2800,普陀,光新,秋月枫舍,121.4356808,31.25463981
24,静安,曹家渡,蓝朝部落,121.4358595,31.23364461
781,静安,曹家渡,南长苑,121.4358624,31.23136661
1010,徐汇,徐家汇,乐山八九村,121.4359041,31.20120704
1970,徐汇,华东理工,嘉川公寓,121.435955,31.14550416
182,静安,永和,永和二村,121.4359737,31.29853702
1601,宝山,杨行,远洋香奈,121.436004,31.40135607
2413,普陀,武宁,西谈家渡路129弄,121.4360179,31.25708958
2197,普陀,光新,石泉大厦,121.4360267,31.25820466
1461,徐汇,徐家汇,乐山一村,121.4362458,31.20467021
929,静安,永和,永和三村,121.4362462,31.30112379
1000,普陀,光新,宝华城市之星,121.4362631,31.26044936
2643,静安,曹家渡,三鑫花苑,121.4362791,31.23586937
3099,徐汇,上海南站,汇京佳丽园,121.4363672,31.15350146
1278,徐汇,徐家汇,尚光徐汇中心,121.4364112,31.19263314
1618,宝山,共康,新梅绿岛苑,121.4364409,31.34080389
2184,闵行,老闵行,京浦花园,121.4364419,31.02012873
3137,徐汇,徐家汇,柿子湾小区,121.4364651,31.19575453
1152,宝山,共富,共富一村,121.4364786,31.35861521
2481,静安,曹家渡,达安花园,121.4364986,31.23773754
3074,普陀,长寿路,大众河滨酒店式公寓,121.4365561,31.24099459
1621,长宁,新华路,又一村(长宁),121.4365819,31.21149101
3154,奉贤,西渡,鸿宝新村,121.436684,30.99812485
1225,普陀,武宁,芙蓉花苑,121.4368031,31.25213319
2687,奉贤,西渡,希都公寓,121.4369371,31.00229707
3105,徐汇,徐家汇,秀山支路5弄,121.4369833,31.20274756
2249,徐汇,徐家汇,广元西路420弄,121.4370487,31.20008804
2766,徐汇,徐家汇,乐山二村,121.437117,31.20330385
839,宝山,杨行,丽景翠庭,121.4372148,31.39483926
585,宝山,共康,九英里,121.4373575,31.33679351
763,徐汇,徐家汇,虹枫大楼,121.4374462,31.20057545
46,徐汇,上海南站,楼园小区,121.4377568,31.15153465
1453,徐汇,徐家汇,泰德苑,121.4378033,31.19430092
2448,长宁,新华路,延武机电大楼,121.4378676,31.2190352
1551,普陀,长寿路,乐怡苑(普陀),121.4378796,31.2488093
889,徐汇,徐家汇,颐峰苑,121.4378835,31.19497302
1075,徐汇,徐家汇,徐虹路112弄,121.4379667,31.19637279
2176,静安,永和,白玉兰馨园,121.4380148,31.23531877
976,宝山,共富,共富二村,121.438083,31.35455387
2594,长宁,新华路,长峰中心聚贤阁,121.4381069,31.21858934
3138,普陀,长寿路,湖南大厦,121.438176,31.2435628
1419,静安,永和,永和教师苑,121.4382191,31.30179712
1213,宝山,杨行,宏宝公寓,121.4382557,31.37817295
2978,徐汇,徐家汇,明华苑,121.4383303,31.19551143
2710,徐汇,徐家汇,南虹公寓,121.438406,31.19649388
856,静安,曹家渡,华纺小区,121.43843,31.24061282
1312,徐汇,田林,华鼎广场,121.438457,31.18648389
106,普陀,甘泉宜川,甘泉一村,121.4384654,31.27070491
2793,闵行,春申,薇馨家园,121.4384962,31.12197176
2956,徐汇,上海南站,汇成一村,121.4385159,31.15328938
3124,静安,曹家渡,申达大厦,121.4385474,31.2389535
68,徐汇,徐家汇,乐山四五村,121.4385988,31.20292864
2706,徐汇,徐家汇,元福大厦,121.4386002,31.19826012
1373,徐汇,徐家汇,泰德花苑,121.4386538,31.1906331
2289,静安,永和,永和东村,121.438723,31.29830419
2312,奉贤,西渡,巨龙台湾城,121.4387243,30.98986382
1511,静安,永和,东寅公寓,121.4387408,31.3097705
1658,普陀,甘泉宜川,新村路350弄,121.4387748,31.27188086
1771,徐汇,田林,爱建园,121.4388234,31.18260275
2174,宝山,月浦,新月福邸,121.4388289,31.41053596
995,宝山,杨行,万业紫辰苑,121.4388514,31.40261567
2849,长宁,新华路,鸿发苑,121.4388741,31.20804245
1105,徐汇,上海南站,光华园,121.4389274,31.14658147
1564,徐汇,徐家汇,南丹路128弄,121.4390336,31.19541729
709,普陀,甘泉宜川,章家巷小区,121.4391371,31.26827449
969,普陀,武宁,泰欣嘉园,121.439197,31.25335853
700,长宁,镇宁路,华东化工大厦,121.4392224,31.22183925
640,静安,曹家渡,高荣小区,121.4392631,31.23376272
1046,宝山,杨行,宝启花园(公寓),121.439279,31.37657389
2341,徐汇,康健,科苑新村,121.4393277,31.16939188
2715,徐汇,徐家汇,光启公寓,121.4394079,31.19527165
38,普陀,长寿路,德怡苑,121.4394375,31.24918641
2678,宝山,共康,共康八村,121.4395595,31.33040783
2746,徐汇,徐家汇,凯旋花苑,121.4395602,31.19005859
2661,普陀,光新,香溢花城(住宅),121.4395755,31.26189738
3080,徐汇,徐家汇,乐山大楼,121.4396517,31.20232047
2700,徐汇,徐家汇,石油公寓,121.4397051,31.20353658
1198,长宁,新华路,红庄小区,121.439753,31.20838096
978,静安,大宁,世纪花苑,121.4398589,31.27871999
2942,普陀,长寿路,康怡苑,121.440056,31.24958636
1234,奉贤,西渡,闸园新村,121.4401591,31.0013858
1107,普陀,甘泉宜川,长新小区(普陀),121.4403041,31.27383951
482,徐汇,上海南站,汇成三村,121.4403432,31.15034289
1633,徐汇,徐家汇,锦汇苑,121.4404903,31.19406902
1495,普陀,长寿路,银座花苑,121.4405111,31.24842556
2941,奉贤,西渡,浦江花园,121.4407588,30.99429938
2967,闵行,春申,蔷薇新村,121.4407705,31.11867881
2219,长宁,镇宁路,尚泰里,121.4407917,31.22428084
2227,宝山,月浦,乐业一村,121.4408977,31.41728418
1611,宝山,杨行,宝虹水岸景苑,121.4409535,31.37733369
380,静安,曹家渡,中行小区,121.440956,31.23332287
1404,徐汇,华东理工,舒乐小区,121.4409831,31.13689944
265,徐汇,徐家汇,名仕苑,121.4411649,31.20259598
2138,普陀,光新,月亮湾,121.4413039,31.25949112
386,宝山,杨行,同盛嘉园,121.44134,31.3845179
2499,奉贤,西渡,闸园二村,121.4413835,31.00294361
1688,徐汇,徐家汇,玉兰花苑,121.4414485,31.19213765
277,徐汇,华东理工,舒乐公寓,121.4414721,31.13758246
1758,徐汇,上海南站,汇成二村,121.4414778,31.15253648
3035,普陀,长寿路,半岛花园,121.4414844,31.25352215
756,普陀,长寿路,长寿路545号,121.4415252,31.24400985
961,徐汇,徐家汇,中漕小区,121.4415418,31.19002175
2069,普陀,长寿路,电力公寓,121.4415522,31.24986328
774,长宁,镇宁路,新海小区(长宁),121.4415932,31.22068089
1540,普陀,甘泉宜川,子长小区,121.4416139,31.2681822
1420,普陀,长寿路,梅山馨苑,121.4416274,31.24230653
1274,徐汇,龙华,景虹花园,121.4416312,31.17358803
187,宝山,共康,宝宸怡景园,121.4416386,31.33768017
2372,普陀,长寿路,长寿路535号,121.4417869,31.24415704
3023,普陀,光新,宝钢公寓,121.4417869,31.26045707
1298,静安,大宁,嘉茵苑,121.4418101,31.28284998
320,普陀,甘泉宜川,泾惠小区,121.4418353,31.2652073
1192,长宁,镇宁路,华山花苑,121.4419314,31.20975706
2445,长宁,镇宁路,华山路1100弄,121.4419497,31.217617
410,宝山,共康,和欣国际花园,121.4419835,31.34179799
2,宝山,共康,卓越时代广场,121.4420097,31.34458369
1822,静安,曹家渡,姚西小区,121.4421,31.23896585
1257,普陀,长寿路,澳门大厦,121.4422158,31.25048203
1090,静安,阳城,永和苑,121.4422595,31.29361461
71,静安,静安寺,嘉园,121.4422953,31.23060446
2092,静安,大宁,佳宁花园,121.442437,31.27883788
2280,静安,静安寺,镇宁路404弄,121.4424762,31.228801
2589,徐汇,徐家汇,漕溪大楼,121.4424989,31.19164618
750,普陀,长寿路,长久大厦,121.4426236,31.24387671
915,宝山,共康,共康七村,121.4426836,31.33386683
295,静安,彭浦,共康四村,121.4427361,31.32392106
2642,普陀,长寿路,澳门小区,121.4427365,31.2515129
2586,宝山,共康,共康五村,121.4427657,31.32947745
2808,静安,静安寺,镇宁路318弄,121.4428051,31.22697504
634,徐汇,上海南站,汇成四村,121.4430239,31.14928772
398,普陀,武宁,中环大厦,121.4430796,31.24649779
341,静安,曹家渡,静安艺阁,121.4431202,31.23745163
361,静安,曹家渡,延平路481弄,121.4431357,31.24067573
