行政区,街区,小区,经度,纬度,1000米内最近地铁站距离,1000米内最近公交车站距离,1000米内购物中心数量,1000米内公司数量,1000米内公园数量,1000米内医院数量
静安,西藏北路,永兴小马路80号,121.470683,31.25805116,462,83,4,111,2,32
静安,西藏北路,虬江路888弄,121.4821167,31.25803487,105,76,7,106,3,9
普陀,真如,石岚三村,121.4287643,31.25796279,515,231,3,89,4,2
静安,不夜城,永兴路973弄,121.4660761,31.25783793,246,88,5,91,2,5
虹口,北外滩,久耕小区,121.4971593,31.25771538,605,198,7,58,5,7
静安,西藏北路,光华坊,121.4729519,31.25758916,282,141,2,117,2,9
普陀,光新,光新大楼,121.437495,31.257565,531,118,0,94,4,1
浦东,金杨,金杨新村十街坊,121.589073,31.257537,643,88,6,94,2,3
浦东,金杨,罗山三村,121.56842,31.257465,673,132,1,101,3,2
浦东,金桥,江南山水,121.592432,31.278662,213,115,2,82,2,3
浦东,金桥,东一小区,121.602715,31.276437,794,182,1,87,1,2
普陀,武宁,西谈家渡路129弄,121.4360179,31.25708958,481,117,0,89,2,1
普陀,光新,嘉富利大厦,121.4352489,31.25692566,481,44,1,95,2,2
静安,不夜城,中海万锦城(一期),121.4667042,31.25690336,213,174,5,94,2,7
浦东,金杨,陆家嘴新景园,121.5803566,31.25684146,189,42,8,74,2,7
普陀,光新,太浜巷小区,121.4320609,31.25666334,625,23,2,88,3,2
静安,西藏北路,王家宅路52号,121.478958,31.25660585,386,108,2,113,1,10
静安,西藏北路,凯鹏国际大厦,121.4706009,31.2564877,537,131,5,102,2,7
普陀,真如,中海臻如府,121.4191007,31.25631683,505,470,6,106,2,2
浦东,金杨,金台三居,121.5961086,31.25619791,825,205,3,108,2,1
普陀,真如,石岚二村,121.4294847,31.25602118,737,198,2,87,4,2
普陀,真如,申兴华庭,121.423607,31.25583989,581,288,5,93,2,3
静安,西藏北路,精文城上城,121.471481,31.25574991,521,244,4,102,2,7
虹口,北外滩,新外滩花苑,121.5107933,31.25554863,371,99,3,98,2,5
静安,不夜城,中海万锦城(二期),121.4672408,31.25541782,241,267,7,93,2,7
浦东,洋泾,浦发壹滨江,121.55497,31.25535786,324,188,1,116,2,2
静安,不夜城,富泉公寓,121.4686581,31.25528593,376,284,6,96,3,8
普陀,真如,水塘小区,121.4061048,31.25526656,295,237,5,87,4,3
浦东,金杨,金杨二街坊,121.581393,31.255202,344,201,8,76,2,3
嘉定,丰庄,中环财富杰座,121.3792066,31.25514632,663,164,1,106,0,1
普陀,真光,长征家苑,121.394979,31.25514084,589,228,4,58,5,0
普陀,真如,兰凤新村,121.4306797,31.25512834,640,52,2,88,3,2
普陀,长寿路,浅水湾恺悦名城,121.4479274,31.25497977,559,269,4,112,5,3
普陀,光新,石泉路1号,121.437502,31.259446,739,158,0,96,4,1
普陀,真如,桃浦路191弄,121.40575,31.266137,320,247,2,83,2,1
嘉定,江桥,水岸金桥苑,121.5953767,31.25494605,941,273,2,108,2,1
普陀,真光,真光九街坊,121.3922785,31.25494335,472,319,3,45,5,0
静安,西藏北路,和源馨苑,121.473918,31.25465185,505,363,3,109,3,6
普陀,光新,秋月枫舍,121.4356808,31.25463981,231,264,0,105,1,2
嘉定,丰庄,真南小区,121.3798474,31.25426984,768,67,0,105,2,1
浦东,洋泾,凌四小区,121.552805,31.254104,572,239,3,109,2,1
嘉定,丰庄,丰庄十四街坊,121.3624039,31.25405196,631,63,2,45,1,3
普陀,真如,海棠苑,121.397701,31.25397587,668,204,5,84,6,0
嘉定,丰庄,泰宸景苑,121.3838586,31.25391976,859,76,3,63,3,1
浦东,金杨,罗山六村,121.566749,31.253907,445,81,3,96,3,2
普陀,真如,岚皋西路95弄,121.4291328,31.25389692,744,235,2,112,3,2
嘉定,江桥,金沙鼎苑,121.3140867,31.25386736,1001,287,0,101,1,0
普陀,长寿路,世纪之门,121.4455031,31.25382483,629,186,5,109,5,5
嘉定,江桥,金鹤新城双佳翠庭,121.319776,31.25380585,930,207,1,95,1,0
普陀,长征,振光大厦,121.3887423,31.2536755,617,174,3,35,4,0
浦东,洋泾,和达家园,121.552243,31.2535223,653,156,3,107,1,1
普陀,长寿路,半岛花园,121.4414844,31.25352215,446,265,6,96,4,3
嘉定,丰庄,丰庄十二街坊,121.3649276,31.25340329,629,32,3,92,1,1
普陀,光新,中山北路2185弄,121.434457,31.25337289,236,294,0,100,1,2
普陀,武宁,泰欣嘉园,121.439197,31.25335853,230,269,6,105,4,3
浦东,金杨,金杨七街坊,121.587935,31.25330474,773,191,6,81,1,7
普陀,长寿路,澳门新苑,121.4534241,31.25298584,340,301,6,94,4,2
普陀,真如,曹杨八村,121.411547,31.25292889,451,242,7,105,5,3
虹口,北外滩,恒升半岛,121.4959903,31.25277507,741,64,10,58,5,6
静安,西藏北路,圣和圣广场丽晶馆,121.4873459,31.2526681,317,142,5,95,5,2
浦东,洋泾,博山小区,121.562591,31.252661,648,130,3,89,2,2
静安,西藏北路,圣和圣广场(公寓),121.4873766,31.25265653,315,143,5,93,5,2
浦东,金杨,上泰花苑,121.5699261,31.25247863,110,101,3,97,2,2
普陀,真如,颐宁苑,121.4163266,31.25234157,464,196,5,105,5,3
静安,不夜城,联通国际大厦,121.4562341,31.25234118,527,247,7,99,2,4
普陀,长寿路,富丽大厦,121.4487419,31.25232335,282,61,5,106,4,5
普陀,真如,真如西村,121.4058069,31.25231162,398,198,5,89,4,2
普陀,长寿路,乐活居,121.4453635,31.25229294,566,128,6,111,4,5
普陀,真如,真西新村第二小区,121.4015542,31.25221337,362,233,2,83,3,0
普陀,武宁,芙蓉花苑,121.436796,31.25214384,75,360,2,106,3,2
浦东,洋泾,阳二小区,121.557579,31.25201788,541,124,2,107,2,2
嘉定,江桥,金霞苑,121.3238671,31.25188768,543,112,2,94,1,2
普陀,长风,梅川四街坊,121.3968856,31.25170361,672,62,5,62,3,0
静安,西藏北路,天目中路260号,121.4759381,31.25161455,416,53,2,83,4,13
浦东,金杨,金杨新村五街坊,121.58415,31.251603,504,247,5,74,2,2
浦东,金杨,金杨新村八街坊,121.590714,31.251511,782,104,4,84,1,1
浦东,金杨,仁和花苑,121.570856,31.251358,44,151,3,98,2,2
嘉定,丰庄,丰庄二村,121.371066,31.25133485,936,158,4,94,1,2
普陀,长寿路,澳门小区,121.4429441,31.25130344,538,185,6,102,4,5
静安,不夜城,安源小区,121.4574231,31.25126115,537,158,6,105,3,5
嘉定,丰庄,金沙嘉苑,121.3589112,31.25120496,418,192,0,40,1,1
浦东,金杨,和景商务楼,121.578707,31.250821,675,152,1,89,1,1
嘉定,丰庄,嘉宝都市港湾,121.3639755,31.2508017,336,157,1,43,2,1
普陀,长寿路,澳门大厦,121.4422158,31.25048203,483,164,6,99,4,18
浦东,洋泾,名门河滨花园,121.558596,31.250434,548,234,3,99,2,2
静安,西藏北路,海联公寓,121.4768934,31.2503174,246,78,4,72,4,3
静安,西藏北路,中心铂庭,121.4716792,31.25015316,645,266,7,92,3,4
虹口,四川北路,外滩99,121.4895843,31.25006101,76,29,19,85,5,3
静安,西藏北路,金城大厦,121.47486,31.2500279,362,41,3,94,3,6
静安,西藏北路,苏河湾中心润府,121.4860288,31.24996284,262,187,19,98,4,3
浦东,碧云,金桥酒店公寓,121.5945279,31.24988064,1001,99,4,94,1,2
普陀,长寿路,电力公寓,121.4415522,31.24986328,464,130,6,99,4,5
嘉定,江桥,中房公寓,121.3176233,31.24962965,838,22,1,90,1,0
普陀,长寿路,康怡苑,121.440056,31.24958636,470,119,6,101,3,5
静安,西藏北路,华祺苑,121.4754305,31.24954692,288,103,4,95,4,4
浦东,金杨,香山新村东北街坊,121.5762993,31.24938082,594,191,2,85,1,1
浦东,金杨,金杨六街坊,121.580335,31.249353,456,69,3,84,2,1
普陀,长寿路,德怡苑,121.4394375,31.24918641,472,177,6,99,3,5
虹口,四川北路,河滨大楼,121.4900486,31.24910737,162,100,18,94,5,3
普陀,长寿路,圣天地服务式公寓,121.4498111,31.2490931,213,103,7,95,4,7
普陀,武宁,东新支路55弄,121.431369,31.249069,453,260,3,112,2,0
浦东,碧云,凤凰大厦,121.5922832,31.24903552,787,250,4,78,1,0
静安,西藏北路,中粮天悦壹号,121.4811239,31.24903537,292,164,14,86,2,3
普陀,长寿路,乐怡苑(普陀),121.4378796,31.2488093,456,273,8,96,3,3
普陀,曹杨,曹杨三村(兰岭园),121.4075541,31.24870912,400,170,4,96,4,15
浦东,金杨,香山新村东南街坊,121.5753608,31.24869538,558,89,2,100,1,1
浦东,梅园,九庐,121.522312,31.248693,460,173,5,101,1,4
浦东,梅园,惠扬大厦,121.5399,31.248625,283,167,2,104,1,3
浦东,碧云,碧云东方公寓,121.596733,31.24852,954,75,2,89,1,3
普陀,长寿路,银座花苑,121.4405111,31.24842556,446,73,6,98,3,5
普陀,长寿路,源达大厦,121.445272,31.24829389,181,211,6,80,2,5
浦东,唐镇,金盛佳苑,121.6929546,31.24821308,1001,148,0,106,3,0
浦东,洋泾,西镇小区(浦东),121.556307,31.248126,381,106,2,82,2,2
静安,西藏北路,华侨城苏河湾行政公馆,121.4795111,31.24809623,133,32,14,88,3,2
普陀,长寿路,工商大楼,121.4463137,31.24804513,208,162,6,85,2,5
静安,不夜城,长安路480弄,121.467733,31.24802885,255,257,7,90,5,2
普陀,长寿路,玉城宝都大厦,121.4491776,31.247866,361,89,6,104,3,8
静安,江宁路,静安河滨花园,121.457394,31.24774089,689,233,8,95,3,7
普陀,武宁,武宁小城,121.4291641,31.24768385,208,207,4,109,3,0
普陀,长风,梅六小区,121.3941175,31.24755411,906,127,3,81,4,0
静安,西藏北路,北市场小区,121.477355,31.24746689,125,67,11,89,4,3
普陀,曹杨,北枫桥园,121.4162594,31.2473955,148,44,5,80,6,3
普陀,长风,梅川二街坊,121.3988173,31.24737412,489,162,5,87,3,0
浦东,梅园,荣成小区,121.525231,31.247368,170,63,4,102,3,6
普陀,武宁,新湖明珠城（三期）,121.4337314,31.24735428,542,185,4,115,1,2
浦东,洋泾,崮山小区四街坊,121.567352,31.24734,581,111,3,83,3,0
浦东,梅园,荣成路41弄,121.5251059,31.24733082,171,54,4,102,3,6
浦东,梅园,巨洋豪园,121.5395217,31.24726313,205,238,2,109,1,3
静安,江宁路,句容小区,121.4557708,31.24698682,611,66,8,97,3,8
普陀,武宁,武宁二村,121.4307991,31.24697609,266,56,4,107,2,0
浦东,梅园,东晶国际公寓,121.5377257,31.24690894,55,74,3,106,1,4
普陀,长风,梅北小区,121.404559,31.24683307,302,161,5,91,3,2
普陀,长寿路,九茂小区,121.4496248,31.24675697,459,143,6,98,2,9
普陀,长寿路,恒达公寓,121.4462585,31.24675018,141,172,6,82,2,6
浦东,梅园,浦江茗园,121.5196967,31.24673304,289,157,6,99,3,4
黄浦,南京东路,河畔明珠,121.4818332,31.24672,396,206,26,109,3,2
静安,不夜城,一天下大厦,121.4635409,31.24671205,168,99,6,104,4,6
普陀,武宁,中环大厦,121.443509,31.24661488,120,111,6,87,2,5
普陀,长寿路,华侨城,121.447622,31.24654286,272,67,6,93,2,9
普陀,长风,梅川一街坊,121.401724,31.24630946,376,146,5,94,3,1
嘉定,江桥,江桥万达广场(嘉定),121.3301119,31.24630738,357,168,3,90,1,2
浦东,梅园,梅园教师公寓,121.529421,31.24624085,329,139,2,108,3,6
嘉定,江桥,水岸秀苑,121.3152038,31.24614746,1001,260,1,46,1,0
浦东,曹路,金葵新城(东区),121.637775,31.24604789,278,145,1,94,0,0
浦东,洋泾,崮山小区三街坊,121.568136,31.245954,685,79,4,85,2,0
黄浦,南京东路,北京东路335-355号,121.4900106,31.24594223,258,85,26,89,4,4
浦东,梅园,巨西小区,121.551974,31.24588,501,87,3,97,1,4
普陀,武宁,武宁一村,121.431904,31.2458209,347,114,5,110,1,0
静安,江宁路,海防路199号,121.4553273,31.24582028,679,72,6,95,2,8
普陀,武宁,新湖明珠城（一二期）,121.4356607,31.24577829,696,321,6,100,1,3
浦东,碧云,银泰花园(公寓),121.5841778,31.2456991,152,168,3,59,1,1
普陀,曹杨,曹杨君悦苑,121.419168,31.2456609,296,89,6,94,6,2
浦东,梅园,瑞苑公寓,121.5176921,31.24559845,204,164,9,97,2,3
浦东,梅园,梅园一街坊,121.528524,31.245586,246,175,3,99,3,7
普陀,长征,泰宸苑,121.371757,31.245577,332,276,1,89,2,2
黄浦,南京东路,上海大楼,121.4925376,31.24557445,259,105,22,85,4,5
普陀,长征,真源小区,121.3874652,31.24556804,855,194,6,80,2,1
黄浦,人民广场,家化中房苑,121.4786521,31.24537424,337,147,19,104,5,6
普陀,长风,上钞苑,121.3939969,31.24529937,971,135,4,85,4,0
静安,江宁路,三乐新村,121.4580246,31.24524071,717,243,4,104,2,8
浦东,洋泾,中星海上景庭,121.555012,31.245239,370,124,2,93,1,4
浦东,洋泾,崮山小区二街坊,121.569818,31.245028,749,270,3,95,2,0
浦东,梅园,地产尚海郦景,121.5876467,31.24496339,392,57,2,36,1,0
静安,江宁路,海防村,121.4515001,31.24490535,576,106,7,78,2,12
普陀,武宁,武宁路74弄,121.430561,31.244797,255,54,5,100,1,0
普陀,曹杨,曹杨六村(兰溪园),121.420599,31.24478185,361,97,8,106,5,2
黄浦,人民广场,长新大楼,121.476367,31.24467588,148,23,18,91,4,6
黄浦,人民广场,水景苑,121.4771684,31.24467024,225,96,18,99,5,6
浦东,梅园,崂山新村,121.525299,31.244659,159,183,7,91,3,5
普陀,曹杨,花溪园,121.4156652,31.24446956,435,59,6,95,4,2
静安,江宁路,达安锦园,121.448601,31.24436189,448,136,6,76,2,13
普陀,武宁,中联大厦,121.424737,31.24434684,47,111,6,99,3,0
浦东,梅园,民生家园,121.5501714,31.24431813,315,86,2,101,1,4
浦东,梅园,崂山六村,121.524028,31.2442509,266,203,10,98,4,5
浦东,张江,汇智湖畔家园,121.612601,31.205321,640,231,3,100,4,0
浦东,花木,绿缘公寓,121.554676,31.21601,259,229,1,78,7,1
浦东,张江,贝越流明新苑,121.628958,31.208553,893,112,1,82,2,0
浦东,张江,长城中环墅,121.634451,31.189283,628,108,0,66,0,0
普陀,长寿路,长寿路535号,121.4417869,31.24415704,401,199,6,104,2,9
静安,江宁路,海防路403弄,121.4522359,31.24415133,537,141,6,85,2,16
浦东,碧云,中天碧云,121.583259,31.24413489,341,268,3,53,1,0
静安,江宁路,静安艺庭,121.4516986,31.24413088,508,159,6,81,2,15
黄浦,世博滨江,春江大楼,121.496191,31.244087,508,132,18,79,2,4
黄浦,人民广场,上海滩新昌城,121.4723324,31.24404929,245,123,13,83,5,11
静安,江宁路,西康路828号,121.4504993,31.24404852,453,70,6,78,2,16
普陀,长寿路,长寿路545号,121.4415252,31.24400985,431,174,6,108,1,9
黄浦,人民广场,金色家园,121.4745451,31.24393483,88,146,15,87,3,11
浦东,梅园,巨杨小区,121.553104,31.243905,353,113,2,97,1,4
普陀,武宁,东沙小区,121.432753,31.24388466,486,212,6,99,1,2
普陀,长寿路,长久大厦,121.4426236,31.24387671,376,207,6,107,2,10
普陀,曹杨,曹杨四村(兰花大楼),121.4139813,31.24361297,599,179,6,99,4,3
普陀,长征,象源丽都,121.384089,31.24357083,756,35,5,101,2,1
普陀,长寿路,湖南大厦,121.438176,31.2435628,430,79,7,111,1,7
浦东,川沙,陆家嘴锦绣观澜,121.5320498,31.24331959,648,80,3,97,2,6
静安,江宁路,新丰小区,121.4463128,31.24328208,409,94,7,105,2,14
普陀,武宁,江南新村(普陀),121.422419,31.24324,207,142,6,105,2,1
普陀,曹杨,曹杨四村(枣阳园),121.4103756,31.24318637,874,119,6,100,4,3
静安,南京西路,太和小区,121.4647969,31.24318505,406,227,12,99,4,12
青浦,华新,华腾佳苑,121.245213,31.243073,1001,171,3,54,0,0
浦东,梅园,梅园新村(浦东),121.5290927,31.2430367,441,192,7,89,3,7
浦东,洋泾,新城名庭,121.5588604,31.24302034,276,130,4,89,1,4
黄浦,人民广场,承兴里,121.4750878,31.24300938,189,149,18,95,3,10
普陀,长寿路,上海本色,121.4265012,31.24300815,215,142,7,97,1,0
浦东,碧云,金桥爱建园,121.5804727,31.2429863,583,289,2,50,0,0
普陀,长征,金沙雅苑(四期),121.3728525,31.24276401,114,156,1,84,3,2
浦东,梅园,梅园二街坊,121.5297488,31.24275042,507,187,5,90,3,6
普陀,曹杨,曹杨五村(梅花园),121.4154445,31.24274101,621,139,6,97,4,3
静安,江宁路,静安新格公寓,121.4565205,31.24267138,764,112,3,109,2,15
普陀,长风,中天SOHO,121.3986429,31.24253847,597,159,1,88,1,0
浦东,洋泾,巨东小区,121.556842,31.24252489,385,116,3,90,1,4
青浦,华新,虹桥金茂悦,121.239741,31.242468,1001,186,5,93,1,0
静安,江宁路,良清公寓,121.4545064,31.24242292,577,126,4,105,2,17
普陀,长征,新长征花苑,121.3806038,31.24234551,642,170,4,97,1,1
普陀,长寿路,梅山馨苑,121.4416274,31.24230653,481,116,8,105,1,9
静安,南京西路,达安城,121.4676938,31.24226029,124,89,12,89,4,11
静安,南京西路,泰府名邸,121.4614592,31.24224115,659,103,12,109,4,12
浦东,梅园,崂山三村,121.524915,31.24223,428,60,15,92,4,5
黄浦,人民广场,爱仁里,121.4759467,31.24216327,302,143,22,94,4,10
浦东,梅园,招远小区,121.521541,31.241949,322,108,16,108,3,4
嘉定,江桥,绿地新江桥城二期,121.3185826,31.24188825,934,9,2,98,2,0
静安,曹家渡,森凯苑,121.4437603,31.24187652,536,81,7,103,1,10
浦东,梅园,陆家嘴国际华城,121.542054,31.241847,318,169,0,95,3,6
静安,江宁路,康宁大楼,121.4573597,31.24180976,811,49,10,113,2,16
普陀,武宁,普陀四村,121.4221579,31.24175349,322,264,6,109,2,1
静安,江宁路,曼克顿豪庭,121.4879611,31.24172994,354,68,32,75,4,10
静安,江宁路,华通大厦,121.452926,31.24156091,400,72,5,85,2,18
静安,南京西路,新福康里(公寓),121.4653901,31.24154431,356,144,13,92,3,14
黄浦,人民广场,协和里,121.4772272,31.24138152,435,162,20,95,5,13
普陀,武宁,谈家渡路140弄,121.429926,31.24125579,501,33,9,95,0,2
静安,江宁路,君御豪庭,121.4518128,31.24121565,288,141,5,82,1,19
浦东,碧云,金色碧云,121.5820165,31.241206,687,151,2,42,0,0
静安,曹家渡,晋元里,121.4444001,31.24110967,453,145,7,96,1,10
普陀,武宁,达丰新村,121.4216296,31.24108196,409,320,6,99,2,1
浦东,梅园,梅园六街坊,121.5334374,31.24102152,691,56,6,93,4,7
静安,江宁路,陕西北路721弄,121.457022,31.24097498,764,49,10,110,2,16
普陀,长寿路,大众河滨酒店式公寓,121.43659,31.24093083,162,191,11,112,0,6
浦东,洋泾,中星怡景花园,121.5606285,31.24073369,486,129,5,89,1,3
静安,曹家渡,延平路481弄,121.4431357,31.24067573,540,57,10,98,0,20
静安,曹家渡,华纺小区,121.43843,31.24061282,128,92,11,102,0,8
静安,南京西路,申银发展大厦,121.4607643,31.24056249,744,116,14,108,3,14
普陀,曹杨,曹杨四村(桐柏园),121.4116865,31.24053054,778,152,5,95,4,3
静安,江宁路,武定大楼,121.45867,31.24046153,895,62,14,109,2,14
黄浦,人民广场,黄河路107弄,121.4766324,31.24046053,468,227,21,88,4,13
静安,南京西路,静安紫苑,121.459686,31.24044285,815,154,14,108,2,12
普陀,武宁,南光大楼,121.42294,31.24042703,409,217,6,107,2,0
浦东,梅园,梅园三街坊,121.5307913,31.2403686,671,132,14,81,2,6
浦东,梅园,松林小区,121.537243,31.240242,396,219,3,83,4,6
静安,曹家渡,延平路450弄,121.4441359,31.24021646,466,112,8,96,0,10
浦东,梅园,乳山四村,121.528396,31.240158,620,76,16,78,2,5
静安,江宁路,静安凤凰苑,121.4480847,31.24010824,90,135,7,74,1,21
浦东,洋泾,BPC陆家嘴创业街区,121.564283,31.24002086,198,235,6,93,1,2
浦东,碧云,罗山花苑,121.5824732,31.23996544,809,194,2,34,0,1
静安,江宁路,康定大厦,121.4543546,31.23993565,506,22,9,97,2,18
静安,江宁路,武定坊,121.4554761,31.23984055,613,126,11,101,2,17
黄浦,南京东路,中福大厦,121.4849493,31.23978853,385,65,32,82,5,3
静安,南京西路,远中风华园(公寓),121.4627454,31.23972925,546,191,15,102,3,18
静安,南京西路,国际丽都城,121.465945,31.23963755,403,139,15,85,4,11
静安,南京西路,上海壹街区,121.471639,31.23962188,404,107,15,100,6,9
浦东,陆家嘴,久阳滨江公寓,121.5230301,31.23961624,114,92,17,94,3,2
静安,曹家渡,延平路430-440号,121.4446208,31.23959548,424,64,5,92,0,9
浦东,洋泾,第五大道,121.554082,31.239523,392,144,2,100,1,3
静安,江宁路,伯龙公寓,121.4547531,31.23949822,548,69,11,94,2,17
静安,江宁路,众乐小区,121.4572648,31.2394851,785,136,13,101,2,15
静安,南京西路,新闸路1039弄,121.4628579,31.23944288,515,193,15,103,3,17
普陀,武宁,绿地世纪城(三期),121.4241746,31.23936307,486,144,7,104,1,1
静安,江宁路,武定路569号,121.4561574,31.23935033,682,154,13,93,2,16
静安,南京西路,沁园村,121.4612027,31.23929761,623,44,15,98,3,15
静安,江宁路,静安豪景苑,121.4533846,31.23918623,427,80,9,85,1,18
黄浦,南京东路,中福城,121.485103,31.23918584,384,133,32,85,6,11
普陀,长风,长风二村风荷园,121.4042373,31.23913328,243,340,3,79,3,1
普陀,武宁,白玉新村,121.4216995,31.23902359,254,105,6,84,2,2
